PT08.S1(CO),T,RH,log_AH,hour,month,Datetime,CO
863.0,7.8,70.4,-0.2926276148447954,4.0,4.0,2004-04-11 04:00:00,
840.0,10.7,63.8,-0.2016267078519601,4.0,4.0,2004-04-14 04:00:00,
1094.0,21.0,30.6,-0.28262819814910195,13.0,4.0,2004-04-14 13:00:00,
1164.0,21.4,28.7,-0.32420775380123096,14.0,4.0,2004-04-14 14:00:00,
1188.0,21.3,27.3,-0.37746091169856705,15.0,4.0,2004-04-14 15:00:00,
1098.0,20.4,30.4,-0.3294767621088264,16.0,4.0,2004-04-14 16:00:00,
1180.0,18.7,34.8,-0.29625202313484805,17.0,4.0,2004-04-14 17:00:00,
1195.0,18.6,34.7,-0.3053030812091834,18.0,4.0,2004-04-14 18:00:00,
1234.0,17.9,35.8,-0.3180038323381698,19.0,4.0,2004-04-14 19:00:00,
1425.0,16.5,42.1,-0.24130752194188096,20.0,4.0,2004-04-14 20:00:00,
1320.0,14.8,49.7,-0.18380265307575291,21.0,4.0,2004-04-14 21:00:00,
1158.0,13.4,54.3,-0.18741450385996408,22.0,4.0,2004-04-14 22:00:00,
1060.0,13.4,54.2,-0.18404303769229505,23.0,4.0,2004-04-14 23:00:00,
1036.0,12.3,57.6,-0.1956499870052872,0.0,4.0,2004-04-15 00:00:00,
943.0,11.6,58.8,-0.22364367635589208,1.0,4.0,2004-04-15 01:00:00,
899.0,10.7,62.3,-0.22464467744047695,2.0,4.0,2004-04-15 02:00:00,
889.0,10.2,63.2,-0.24016255648380458,3.0,4.0,2004-04-15 03:00:00,
847.0,10.5,61.3,-0.2534739011220439,4.0,4.0,2004-04-15 04:00:00,
918.0,9.3,65.8,-0.25851169515200106,5.0,4.0,2004-04-15 05:00:00,
1105.0,9.1,67.4,-0.24666809636116685,6.0,4.0,2004-04-15 06:00:00,
1491.0,10.2,62.9,-0.24449487722524504,7.0,4.0,2004-04-15 07:00:00,
1508.0,11.6,58.7,-0.2232685591273608,8.0,4.0,2004-04-15 08:00:00,
1057.0,12.4,82.4,0.16957398397145204,3.0,4.0,2004-04-17 03:00:00,
902.0,12.6,79.9,0.15005659620667908,4.0,4.0,2004-04-17 04:00:00,
982.0,12.8,80.0,0.16220387987485377,5.0,4.0,2004-04-17 05:00:00,
997.0,12.6,79.9,0.14807511806536336,6.0,4.0,2004-04-17 06:00:00,
1141.0,12.5,79.6,0.14306084284065193,7.0,4.0,2004-04-17 07:00:00,
1163.0,12.8,80.8,0.17083921968492047,8.0,4.0,2004-04-17 08:00:00,
1107.0,13.5,78.1,0.1820715255387453,9.0,4.0,2004-04-17 09:00:00,
1228.0,14.6,74.9,0.2109090136458671,10.0,4.0,2004-04-17 10:00:00,
1033.0,16.8,61.0,0.14833379450569342,11.0,4.0,2004-04-17 11:00:00,
984.0,18.8,50.1,0.07408654335269817,12.0,4.0,2004-04-17 12:00:00,
1066.0,19.3,47.1,0.04353830201448341,13.0,4.0,2004-04-17 13:00:00,
926.0,19.3,46.6,0.02936460862990398,14.0,4.0,2004-04-17 14:00:00,
979.0,19.7,44.4,0.008067371077758793,15.0,4.0,2004-04-17 15:00:00,
993.0,19.3,45.7,0.015971769509698665,16.0,4.0,2004-04-17 16:00:00,
970.0,17.9,49.9,0.01340968690991774,17.0,4.0,2004-04-17 17:00:00,
997.0,16.9,53.2,0.017741681476157126,18.0,4.0,2004-04-17 18:00:00,
1097.0,16.1,56.0,0.014987129808248238,19.0,4.0,2004-04-17 19:00:00,
1105.0,16.5,52.8,-0.014098924379501648,20.0,4.0,2004-04-17 20:00:00,
993.0,16.9,51.1,-0.02603601455084144,21.0,4.0,2004-04-17 21:00:00,
1136.0,17.0,50.8,-0.025215249141063763,22.0,4.0,2004-04-17 22:00:00,
1297.0,16.9,54.8,0.044495239886551304,23.0,4.0,2004-04-17 23:00:00,
1110.0,16.3,57.2,0.04802796901058147,0.0,4.0,2004-04-18 00:00:00,
1027.0,16.0,56.2,0.01626697246387194,1.0,4.0,2004-04-18 01:00:00,
1024.0,15.6,60.2,0.05987139703739042,2.0,4.0,2004-04-18 02:00:00,
992.0,14.6,68.2,0.12062344232373876,3.0,4.0,2004-04-18 03:00:00,
929.0,14.3,69.6,0.1184050643786212,4.0,4.0,2004-04-18 04:00:00,
892.0,13.8,71.9,0.12327901616017124,5.0,4.0,2004-04-18 05:00:00,
895.0,13.8,72.7,0.13120368561534454,6.0,4.0,2004-04-18 06:00:00,
915.0,14.2,72.3,0.15117482779711788,7.0,4.0,2004-04-18 07:00:00,
947.0,14.5,72.9,0.17814618538347404,8.0,4.0,2004-04-18 08:00:00,
1032.0,14.2,75.6,0.19893282259915146,9.0,4.0,2004-04-18 09:00:00,
1219.0,14.5,77.2,0.23862312216259612,10.0,4.0,2004-04-18 10:00:00,
1217.0,14.9,74.5,0.22554067591393115,11.0,4.0,2004-04-18 11:00:00,
1097.0,15.5,67.4,0.16381808522939492,12.0,4.0,2004-04-18 12:00:00,
938.0,16.7,56.0,0.052971884766105724,13.0,4.0,2004-04-18 13:00:00,
944.0,17.1,55.5,0.06989912737966719,14.0,4.0,2004-04-18 14:00:00,
1139.0,16.2,62.4,0.13304377375776444,15.0,4.0,2004-04-18 15:00:00,
1163.0,17.4,58.9,0.14557112331921884,16.0,4.0,2004-04-18 16:00:00,
1157.0,17.5,54.6,0.0769610411361284,17.0,4.0,2004-04-18 17:00:00,
1154.0,17.5,54.2,0.06971261241130035,18.0,4.0,2004-04-18 18:00:00,
1342.0,17.0,55.1,0.060248080345356926,19.0,4.0,2004-04-18 19:00:00,
1178.0,16.4,57.8,0.0647572472152785,20.0,4.0,2004-04-18 20:00:00,
1152.0,15.8,60.4,0.07176236622689079,21.0,4.0,2004-04-18 21:00:00,
1078.0,15.5,63.3,0.10174398388328404,22.0,4.0,2004-04-18 22:00:00,
1167.0,15.0,65.2,0.09939274387803484,23.0,4.0,2004-04-18 23:00:00,
1111.0,14.5,67.3,0.10020726041702548,0.0,4.0,2004-04-19 00:00:00,
988.0,14.1,70.1,0.11546924980611419,1.0,4.0,2004-04-19 01:00:00,
917.0,13.8,73.3,0.1413259360904349,2.0,4.0,2004-04-19 02:00:00,
850.0,13.1,78.3,0.15837033597144135,3.0,4.0,2004-04-19 03:00:00,
885.0,13.0,78.2,0.15392208227225673,4.0,4.0,2004-04-19 04:00:00,
888.0,14.3,70.1,0.1246924439573183,5.0,4.0,2004-04-19 05:00:00,
1101.0,14.0,70.9,0.12274846525905342,6.0,4.0,2004-04-19 06:00:00,
1399.0,15.4,64.2,0.10642994361584661,7.0,4.0,2004-04-19 07:00:00,
1325.0,16.5,57.9,0.07936555538074047,8.0,4.0,2004-04-19 08:00:00,
1058.0,18.8,48.0,0.031789322489407336,9.0,4.0,2004-04-19 09:00:00,
990.0,19.5,43.3,-0.02984084201102122,10.0,4.0,2004-04-19 10:00:00,
1018.0,18.5,45.5,-0.04019718975141304,11.0,4.0,2004-04-19 11:00:00,
1105.0,18.0,46.7,-0.0440563861969199,12.0,4.0,2004-04-19 12:00:00,
1194.0,16.5,58.2,0.07816402096935429,13.0,4.0,2004-04-19 13:00:00,
1088.0,12.1,75.6,0.06410092540652364,14.0,4.0,2004-04-19 14:00:00,
1084.0,11.1,75.6,-0.0026033858701149278,15.0,4.0,2004-04-19 15:00:00,
1207.0,10.5,79.0,0.0015987213636970735,16.0,4.0,2004-04-19 16:00:00,
1186.0,10.0,80.5,-0.014809115653708226,17.0,4.0,2004-04-19 17:00:00,
1053.0,11.3,70.5,-0.06304630171763533,18.0,4.0,2004-04-19 18:00:00,
1032.0,10.7,71.5,-0.08370774907348517,19.0,4.0,2004-04-19 19:00:00,
989.0,9.9,74.0,-0.10436101532474273,20.0,4.0,2004-04-19 20:00:00,
930.0,10.8,68.2,-0.12715178566048355,21.0,4.0,2004-04-19 21:00:00,
951.0,10.2,74.0,-0.08599371316697615,22.0,4.0,2004-04-19 22:00:00,
985.0,10.1,77.5,-0.04301189059329105,23.0,4.0,2004-04-19 23:00:00,
937.0,9.9,77.7,-0.05160913373323024,0.0,4.0,2004-04-20 00:00:00,
887.0,9.5,80.2,-0.04782562948260455,1.0,4.0,2004-04-20 01:00:00,
806.0,9.5,79.7,-0.05245186000242424,2.0,4.0,2004-04-20 02:00:00,
771.0,9.7,78.9,-0.05266265258330592,3.0,4.0,2004-04-20 03:00:00,
802.0,9.8,80.0,-0.033556783528842754,4.0,4.0,2004-04-20 04:00:00,
878.0,10.0,79.6,-0.020202707317519466,5.0,4.0,2004-04-20 05:00:00,
1070.0,10.3,79.4,-0.007326775386460855,6.0,4.0,2004-04-20 06:00:00,
1430.0,11.0,77.4,0.01340968690991774,7.0,4.0,2004-04-20 07:00:00,
1565.0,12.3,69.2,-0.009444458827999689,8.0,4.0,2004-04-20 08:00:00,
1365.0,14.5,60.4,-0.006420567802922695,9.0,4.0,2004-04-20 09:00:00,
1348.0,16.0,56.3,0.01833095668472342,10.0,4.0,2004-04-20 10:00:00,
1311.0,18.1,51.1,0.05363554916590934,11.0,4.0,2004-04-20 11:00:00,
1302.0,23.0,37.5,0.03816246109434886,12.0,4.0,2004-04-20 12:00:00,
1250.0,21.8,39.6,0.020684591192832603,13.0,4.0,2004-04-20 13:00:00,
1083.0,21.9,37.2,-0.032213322364651575,14.0,4.0,2004-04-20 14:00:00,
1005.0,23.8,31.4,-0.09080036432649657,15.0,4.0,2004-04-20 15:00:00,
1129.0,25.9,26.9,-0.12273276538229713,16.0,4.0,2004-04-20 16:00:00,
1327.0,25.8,29.9,-0.019386713800190095,17.0,4.0,2004-04-20 17:00:00,
1428.0,22.6,39.5,0.06569410319536252,18.0,4.0,2004-04-20 18:00:00,
1426.0,19.9,45.0,0.03575316970581784,19.0,4.0,2004-04-20 19:00:00,
1310.0,17.9,47.4,-0.034902052009264876,20.0,4.0,2004-04-20 20:00:00,
1114.0,16.8,50.4,-0.04656763581633473,21.0,4.0,2004-04-20 21:00:00,
991.0,16.0,52.0,-0.06453852113757118,22.0,4.0,2004-04-20 22:00:00,
1089.0,14.2,59.1,-0.04919024419077178,23.0,4.0,2004-04-20 23:00:00,
911.0,14.2,56.7,-0.09310261826232426,0.0,4.0,2004-04-21 00:00:00,
1005.0,12.2,67.7,-0.03822121282019774,1.0,4.0,2004-04-21 01:00:00,
863.0,13.2,61.7,-0.06956446338590916,2.0,4.0,2004-04-21 02:00:00,
857.0,10.9,71.0,-0.07806965542192262,3.0,4.0,2004-04-21 03:00:00,
804.0,11.3,67.6,-0.10114718200495769,4.0,4.0,2004-04-21 04:00:00,
871.0,10.1,71.8,-0.11878353598996698,5.0,4.0,2004-04-21 05:00:00,
1035.0,10.2,70.9,-0.12318510057037832,6.0,4.0,2004-04-21 06:00:00,
1513.0,11.8,66.0,-0.0959603911459112,7.0,4.0,2004-04-21 07:00:00,
1726.0,14.0,58.2,-0.07569384436920029,8.0,4.0,2004-04-21 08:00:00,
1396.0,17.0,50.2,-0.036041771347265536,9.0,4.0,2004-04-21 09:00:00,
1333.0,22.3,36.9,-0.01633265462089761,10.0,4.0,2004-04-21 10:00:00,
1161.0,24.4,30.9,-0.06827884075329438,11.0,4.0,2004-04-21 11:00:00,
1081.0,25.9,26.7,-0.13113426802480113,12.0,4.0,2004-04-21 12:00:00,
1075.0,25.8,26.1,-0.15782408519356722,13.0,4.0,2004-04-21 13:00:00,
1055.0,26.3,24.8,-0.17518706789335514,14.0,4.0,2004-04-21 14:00:00,
1053.0,27.0,22.2,-0.24782053902665033,15.0,4.0,2004-04-21 15:00:00,
1087.0,27.3,20.5,-0.31361545447828537,16.0,4.0,2004-04-21 16:00:00,
1304.0,25.8,24.1,-0.2342044986736347,17.0,4.0,2004-04-21 17:00:00,
1625.0,25.3,28.9,-0.08872193006080453,18.0,4.0,2004-04-21 18:00:00,
1649.0,23.8,33.7,-0.02163230012711384,19.0,4.0,2004-04-21 19:00:00,
1443.0,21.4,36.0,-0.0988263543068949,20.0,4.0,2004-04-21 20:00:00,
1209.0,19.8,39.5,-0.10358431625657055,21.0,4.0,2004-04-21 21:00:00,
1105.0,19.2,42.1,-0.07547814117595672,22.0,4.0,2004-04-21 22:00:00,
1020.0,18.8,45.8,-0.014606152389362114,23.0,4.0,2004-04-21 23:00:00,
991.0,17.1,50.8,-0.017349638335112993,0.0,4.0,2004-04-22 00:00:00,
937.0,16.2,53.4,-0.02275698712261618,1.0,4.0,2004-04-22 01:00:00,
882.0,16.0,53.5,-0.03138747324163273,2.0,4.0,2004-04-22 02:00:00,
843.0,14.3,59.2,-0.040717833278559004,3.0,4.0,2004-04-22 03:00:00,
819.0,13.3,62.6,-0.05150384286711561,4.0,4.0,2004-04-22 04:00:00,
834.0,13.4,59.5,-0.09464040415412094,5.0,4.0,2004-04-22 05:00:00,
977.0,12.2,64.1,-0.09849524674909922,6.0,4.0,2004-04-22 06:00:00,
1234.0,13.9,57.2,-0.10214347366870352,7.0,4.0,2004-04-22 07:00:00,
1403.0,15.2,53.2,-0.09354174440836421,8.0,4.0,2004-04-22 08:00:00,
1538.0,19.2,41.6,-0.08839415076259535,9.0,4.0,2004-04-22 09:00:00,
1343.0,23.7,30.6,-0.12171575868409644,10.0,4.0,2004-04-22 10:00:00,
1243.0,26.1,26.8,-0.11417704506239927,11.0,4.0,2004-04-22 11:00:00,
1201.0,28.1,24.4,-0.09014354985296598,12.0,4.0,2004-04-22 12:00:00,
1121.0,28.3,23.9,-0.0987159729391577,13.0,4.0,2004-04-22 13:00:00,
1087.0,28.0,21.0,-0.24666809636116685,14.0,4.0,2004-04-22 14:00:00,
1165.0,30.8,16.4,-0.3330979359822635,15.0,4.0,2004-04-22 15:00:00,
1224.0,31.3,16.2,-0.3199298200019017,16.0,4.0,2004-04-22 16:00:00,
1431.0,29.4,20.5,-0.19091840401947283,17.0,4.0,2004-04-22 17:00:00,
1433.0,25.8,24.3,-0.23067181773500128,18.0,4.0,2004-04-22 18:00:00,
1527.0,23.8,29.5,-0.15560173209457306,19.0,4.0,2004-04-22 19:00:00,
1387.0,22.0,34.8,-0.09651090038084373,20.0,4.0,2004-04-22 20:00:00,
1158.0,20.2,37.4,-0.13375999017952425,21.0,4.0,2004-04-22 21:00:00,
1009.0,19.3,38.8,-0.15560173209457306,22.0,4.0,2004-04-22 22:00:00,
1026.0,17.9,43.7,-0.12148989758770987,23.0,4.0,2004-04-22 23:00:00,
1119.0,17.2,47.9,-0.06892144546642182,0.0,4.0,2004-04-23 00:00:00,
1000.0,16.3,49.7,-0.08773891430800675,1.0,4.0,2004-04-23 01:00:00,
866.0,16.7,46.5,-0.13296012725623058,2.0,4.0,2004-04-23 02:00:00,
848.0,14.6,53.0,-0.13067832364211623,3.0,4.0,2004-04-23 03:00:00,
844.0,14.1,53.9,-0.14699302374066012,4.0,4.0,2004-04-23 04:00:00,
948.0,16.9,49.8,-0.04982069498395592,4.0,4.0,2004-04-24 04:00:00,
777.0,12.5,51.2,-0.30462479318209285,4.0,4.0,2004-04-25 04:00:00,
767.0,14.1,43.0,-0.37251400796847856,4.0,4.0,2004-04-26 04:00:00,
909.0,14.7,49.9,-0.18874212459687742,4.0,4.0,2004-04-27 04:00:00,
859.0,14.7,56.2,-0.06817178010333398,4.0,4.0,2004-04-28 04:00:00,
889.0,14.6,63.4,0.04363403702006128,4.0,4.0,2004-04-29 04:00:00,
1017.0,15.4,78.5,0.3100549233035061,4.0,4.0,2004-04-30 04:00:00,
882.0,16.2,69.9,0.24341665615376556,4.0,5.0,2004-05-01 04:00:00,
854.0,14.8,65.8,0.09785240016750463,4.0,5.0,2004-05-02 04:00:00,
876.0,16.0,61.4,0.09921165007094813,4.0,5.0,2004-05-03 04:00:00,
881.0,15.6,81.0,0.3517829978583045,4.0,5.0,2004-05-04 04:00:00,
867.0,14.7,74.1,0.20717675779213082,4.0,5.0,2004-05-05 04:00:00,
1449.0,16.4,70.8,0.26911068686634554,8.0,5.0,2004-05-05 08:00:00,
758.0,13.1,67.1,0.007868958378695197,4.0,5.0,2004-05-06 04:00:00,
831.0,14.0,67.8,0.07575661239924632,4.0,5.0,2004-05-07 04:00:00,
767.0,14.3,51.7,-0.1729258351535924,3.0,5.0,2004-05-08 03:00:00,
772.0,10.9,67.5,-0.12953937135498522,4.0,5.0,2004-05-08 04:00:00,
831.0,7.4,85.2,-0.1269246935736668,5.0,5.0,2004-05-08 05:00:00,
871.0,8.7,81.5,-0.08446915662644996,6.0,5.0,2004-05-08 06:00:00,
995.0,10.3,75.6,-0.055724148772361676,7.0,5.0,2004-05-08 07:00:00,
1093.0,11.0,75.0,-0.018062142818408518,8.0,5.0,2004-05-08 08:00:00,
1079.0,13.6,66.1,0.023325825303496757,9.0,5.0,2004-05-08 09:00:00,
1084.0,14.7,63.1,0.047646653467352994,10.0,5.0,2004-05-08 10:00:00,
1204.0,13.8,72.3,0.12760134459372188,11.0,5.0,2004-05-08 11:00:00,
1213.0,13.3,76.8,0.15726012619858337,12.0,5.0,2004-05-08 12:00:00,
1124.0,16.2,60.0,0.08956644335904294,13.0,5.0,2004-05-08 13:00:00,
945.0,16.3,55.3,0.014494446150452511,14.0,5.0,2004-05-08 14:00:00,
964.0,20.0,40.4,-0.06678103369035121,15.0,5.0,2004-05-08 15:00:00,
903.0,19.8,35.4,-0.2108444957271929,16.0,5.0,2004-05-08 16:00:00,
918.0,19.8,33.6,-0.26526847761488087,17.0,5.0,2004-05-08 17:00:00,
1028.0,17.8,38.5,-0.25321623557050243,18.0,5.0,2004-05-08 18:00:00,
1175.0,16.7,44.6,-0.17518706789335514,19.0,5.0,2004-05-08 19:00:00,
1215.0,15.1,51.8,-0.12601684058348694,20.0,5.0,2004-05-08 20:00:00,
1072.0,14.1,56.2,-0.10225423403875637,21.0,5.0,2004-05-08 21:00:00,
1070.0,13.8,58.3,-0.08915913631981831,22.0,5.0,2004-05-08 22:00:00,
1021.0,13.7,59.7,-0.07418489818937658,23.0,5.0,2004-05-08 23:00:00,
1063.0,13.7,60.3,-0.06134363024105197,0.0,5.0,2004-05-09 00:00:00,
1068.0,12.7,64.9,-0.050661914802227995,1.0,5.0,2004-05-09 01:00:00,
993.0,12.6,65.4,-0.04824531262799454,2.0,5.0,2004-05-09 02:00:00,
1034.0,12.1,68.6,-0.03666398437159147,3.0,5.0,2004-05-09 03:00:00,
1025.0,12.3,68.0,-0.028193734370781983,4.0,5.0,2004-05-09 04:00:00,
1036.0,11.9,71.1,-0.010151351056375355,5.0,5.0,2004-05-09 05:00:00,
924.0,11.3,73.8,-0.015316704111893288,6.0,5.0,2004-05-09 06:00:00,
922.0,13.1,62.6,-0.05985616715336565,7.0,5.0,2004-05-09 07:00:00,
830.0,16.8,46.8,-0.11867092971767863,8.0,5.0,2004-05-09 08:00:00,
947.0,17.9,44.8,-0.09387121561007059,9.0,5.0,2004-05-09 09:00:00,
977.0,17.8,49.5,-0.0014009809156281003,10.0,5.0,2004-05-09 10:00:00,
1025.0,18.8,46.4,-0.0032051309489483358,11.0,5.0,2004-05-09 11:00:00,
1040.0,19.3,44.0,-0.021938907518753964,12.0,5.0,2004-05-09 12:00:00,
1013.0,14.7,68.4,0.13146676274230573,13.0,5.0,2004-05-09 13:00:00,
1035.0,15.6,65.8,0.14643527822954566,14.0,5.0,2004-05-09 14:00:00,
1086.0,17.7,54.0,0.07936555538074047,15.0,5.0,2004-05-09 15:00:00,
967.0,17.8,46.7,-0.05487866150998945,16.0,5.0,2004-05-09 16:00:00,
968.0,17.8,44.4,-0.10903392102413513,17.0,5.0,2004-05-09 17:00:00,
1004.0,17.8,44.3,-0.11328068645896629,18.0,5.0,2004-05-09 18:00:00,
1132.0,16.4,47.8,-0.1220546460073058,19.0,5.0,2004-05-09 19:00:00,
1121.0,15.6,51.6,-0.09838490192140106,20.0,5.0,2004-05-09 20:00:00,
1068.0,14.9,55.0,-0.0803427526825385,21.0,5.0,2004-05-09 21:00:00,
1123.0,13.8,59.8,-0.06208819231342174,22.0,5.0,2004-05-09 22:00:00,
1101.0,13.8,62.1,-0.02829659915511379,23.0,5.0,2004-05-09 23:00:00,
997.0,13.9,61.1,-0.03500560919881529,0.0,5.0,2004-05-10 00:00:00,
875.0,14.9,57.6,-0.032110053918233586,1.0,5.0,2004-05-10 01:00:00,
815.0,14.4,60.1,-0.020508876631540447,2.0,5.0,2004-05-10 02:00:00,
803.0,13.8,63.2,-0.004811556997222082,3.0,5.0,2004-05-10 03:00:00,
829.0,14.2,62.9,0.0135083500247923,4.0,5.0,2004-05-10 04:00:00,
867.0,14.0,63.8,0.01656208829897823,5.0,5.0,2004-05-10 05:00:00,
1118.0,13.4,67.4,0.028781801425451947,6.0,5.0,2004-05-10 06:00:00,
1632.0,14.7,62.3,0.034498040407567356,7.0,5.0,2004-05-10 07:00:00,
1598.0,16.0,57.3,0.03362818097998406,8.0,5.0,2004-05-10 08:00:00,
807.0,11.4,70.5,-0.05297892479088662,4.0,5.0,2004-05-11 04:00:00,
872.0,15.6,62.2,0.09175842523954073,4.0,5.0,2004-05-12 04:00:00,
792.0,16.2,53.0,-0.03334997968155419,4.0,5.0,2004-05-13 04:00:00,
988.0,15.5,59.9,0.04859966983606241,4.0,5.0,2004-05-14 04:00:00,
1512.0,20.0,45.6,0.05107327018400062,8.0,5.0,2004-05-14 08:00:00,
867.0,14.6,51.4,-0.16381388523821494,4.0,5.0,2004-05-15 04:00:00,
808.0,15.2,45.5,-0.2446225829913339,4.0,5.0,2004-05-16 04:00:00,
805.0,16.3,34.1,-0.4688842559778192,4.0,5.0,2004-05-17 04:00:00,
832.0,18.3,40.0,-0.18092253588024726,4.0,5.0,2004-05-18 04:00:00,
